SPC_SCITF_NM_SHORT,COMM_KOR_NM,SPC_TXN_ID,GENUS,GENUS_NM,FAMILY,FAMILY_NM,ORDER_,ORDER_NM,CLASS,CLASS_NM,PHYLUM,PHYLUM_NM,KINGDOM,KINGDOM_NM,LATI_DEG,LATI_MIN,LATI_SEC,LATI_NS_DIV_CD,LOTI_DEG,LOTI_MIN,LOTI_SEC,LOTI_EW_DIV_CD,LATI_VAL,LOTI_VAL
Nereis pelagica,원참갯지렁이,270000011610,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,56,N,129,35,23,E,36.01568611,129.5897861
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,3,22,N,129,25,47,E,37.05621389,129.4297861
Nereis,원참갯지렁이속,260000004505,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,33,30,6,N,126,56,35,E,33.50152778,126.943025
Nereis pelagica,원참갯지렁이,270000011610,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,8,N,128,57,4,E,34.88547222,128.9512139
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,3,22,N,129,25,47,E,37.05621389,129.4297861
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Nereis pelagica,원참갯지렁이,270000011610,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,8,N,128,57,4,E,34.88547222,128.9512139
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,52,40,N,129,31,11,E,35.87785556,129.5197333
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,52,40,N,129,31,11,E,35.87785556,129.5197333
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,52,40,N,129,31,11,E,35.87785556,129.5197333
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,52,40,N,129,31,11,E,35.87785556,129.5197333
Nereis pelagica,원참갯지렁이,270000011610,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,30,44,N,129,27,3,E,36.51222778,129.4508694
Nereis pelagica,원참갯지렁이,270000011610,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,56,N,129,35,23,E,36.01568611,129.5897861
Nereis neoneanthes,큰깨점박이참갯지렁이,270000011608,Nereis,원참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,52,40,N,129,31,11,E,35.87785556,129.5197333
Nicon sinica,중국민숭참갯지렁이,270000011663,Nicon,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,32,44,47,N,126,24,29,E,32.74625556,126.4079806
Nicon sinica,중국민숭참갯지렁이,270000011663,Nicon,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,32,44,47,N,126,24,29,E,32.74625556,126.4079806
Nicon sinica,중국민숭참갯지렁이,270000011663,Nicon,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,32,44,47,N,126,24,29,E,32.74625556,126.4079806
Paraleonnates uschakovi,흰이빨참갯지렁이,270000012831,Paraleonnates,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,35,20,N,126,30,6,E,37.58888889,126.5016667
Paraleonnates uschakovi,흰이빨참갯지렁이,270000012831,Paraleonnates,,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,1,13,N,126,39,51,E,36.02015,126.6642028
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,7,N,126,1,46,E,34.75198333,126.0293639
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,46,37,N,126,7,8,E,34.77684444,126.1189222
Perinereis euiini,한토막눈썹참갯지렁이,270000024058,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,13,13,N,126,31,45,E,36.22027778,126.5291667
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,46,37,N,126,7,8,E,34.77684444,126.1189222
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,58,0,N,126,23,11,E,34.96678611,126.3863167
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,46,37,N,126,7,8,E,34.77684444,126.1189222
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,58,0,N,126,23,11,E,34.96678611,126.3863167
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,23,45,N,126,16,33,E,34.39576111,126.2757639
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis wilsoni,긴수염눈썹참갯지렁이,270000013343,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,28,58,N,127,48,26,E,34.482875,127.8071611
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,4,E,36.00983333,126.6010556
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis linea,두토막눈썹참갯지렁이,270000013338,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,0,35,N,126,36,44,E,36.00983333,126.6121667
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,42,9,N,126,6,55,E,34.70253333,126.1151694
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,42,9,N,126,6,55,E,34.70253333,126.1151694
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,42,9,N,126,6,55,E,34.70253333,126.1151694
Perinereis euiini,한토막눈썹참갯지렁이,270000024058,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,48,50,N,126,1,46,E,34.81390556,126.0293861
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,42,9,N,126,6,55,E,34.70253333,126.1151694
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,2,17,N,116,6,42,E,6.038027778,116.1117778
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis euiini,한토막눈썹참갯지렁이,270000024058,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,35,59,23,N,129,34,1,E,35.98961667,129.5668944
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Perinereis wilsoni,긴수염눈썹참갯지렁이,270000013343,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,43,16,N,127,42,18,E,34.72122222,127.7050361
Perinereis nuntia,눈썹참갯지렁이,270000013340,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,53,11,N,127,44,56,E,34.886325,127.7488833
Perinereis mictodonta,긴눈썹참갯지렁이,270000013339,Perinereis,눈썹참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,34,45,24,N,128,32,19,E,34.75668333,128.5386389
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,33,30,6,N,126,56,35,E,33.50152778,126.943025
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,33,30,6,N,126,56,35,E,33.50152778,126.943025
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,36,42,46,N,129,28,39,E,36.71284444,129.4773694
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,37,17,21,N,129,19,4,E,37.28918333,129.3178972
Platynereis dumerilii,곱사참갯지렁이,270000013883,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,6,3,50,N,116,4,37,E,6.063944444,116.0768611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
Platynereis bicanaliculata,두점참갯지렁이,270000013882,Platynereis,좁쌀이빨참갯지렁이속,Nereididae,참갯지렁이과,Phyllodocida,부채발갯지렁이목,Polychaeta,다모강,Annelida,환형동물문,Animalia,동물계,44,36,58,N,124,3,46,W,44.6162,-124.0627611
