sstn,sdep,stmp,ssal,sden,spHa,stub,sflu,ssig,oxys,oxyc
St.4,1,23.0193,31.6041,1021.3608,9.134,52.068,1.6029,21.3549,106.138,5.3069
St.4,2,22.93193636,31.54266364,1021.343127,9.145909091,15.16798182,1.096190909,21.33315455,95.00218182,4.759654545
St.4,3,23.27457813,31.55535859,1021.258166,9.154835938,0.513339063,1.01833125,21.24473984,93.66746094,4.664509375
St.4,4,23.03633153,31.63379144,1021.389895,9.152774775,0.408168018,0.963844595,21.37221802,91.56624775,4.576222973
St.4,5,22.95394966,31.63519128,1021.417291,9.151751678,0.395283221,0.931093289,21.39668926,91.27697315,4.568328188
St.4,6,22.53351667,31.75791667,1021.634317,9.1415,0.443716667,0.837816667,21.60831667,90.856,4.577916667
St.4,7,22.489725,31.779025,1021.667475,9.14025,0.434175,0.78145,21.636575,91.55025,4.6159
St.4,8,22.41051333,31.80676667,1021.71404,9.1374,0.46456,0.768613333,21.6797,91.853,4.636973333
St.4,9,22.353025,31.812225,1021.73895,9.1375,0.424275,0.718475,21.699875,92.30525,4.6644
St.4,10,22.23225,31.797475,1021.76605,9.1365,0.3453,0.6094,21.72225,91.73175,4.6458
St.4,11,21.54082857,31.92311429,1022.056164,9.130285714,0.414507143,0.568664286,22.00730714,88.12342857,4.51535
St.4,12,21.12106667,31.98136667,1022.217717,9.1305,0.34405,0.500083333,22.16515,85.74383333,4.425383333
St.4,13,20.56832,31.90118,1022.30848,9.1254,0.32318,0.38116,22.25114,83.9548,4.37894
St.4,14,19.67166,32.1131,1022.70782,9.115,0.39428,0.34132,22.64572,81.217,4.3012
St.4,15,19.15544,32.32452,1023.00488,9.106,0.4782,0.3195,22.9384,78.6332,4.19936
St.4,16,18.84481875,32.46375625,1023.193094,9.103875,0.4377125,0.29328125,23.1226625,77.731125,4.171925
St.4,17,18.748725,32.495425,1023.24585,9.102,0.41475,0.249275,23.17085,77.7135,4.17775
St.4,18,18.63963333,32.55746667,1023.324867,9.103333333,0.417766667,0.2352,23.24533333,77.50533333,4.173566667
St.4,19,18.508,32.61255,1023.404225,9.10425,0.4174,0.200075,23.320025,77.01325,4.155975
St.4,20,18.28373333,32.65626667,1023.4968,9.103,0.420575,0.22645,23.40861667,76.313,4.134616667
St.4,21,17.94296667,32.6989,1023.617283,9.1005,0.429983333,0.203416667,23.52433333,75.46983333,4.1144
St.4,22,17.68621667,32.75885,1023.730017,9.0995,0.334883333,0.19135,23.63213333,75.22183333,4.1195
St.4,23,17.58647143,32.79114286,1023.782957,9.099285714,0.291371429,0.203028571,23.68077143,75.68685714,4.152085714
St.4,24,17.51261111,32.78694444,1023.801811,9.097666667,0.297244444,0.202744444,23.69522222,75.86811111,4.168022222
St.4,25,17.4591,32.77441429,1023.8096,9.097142857,0.283071429,0.197585714,23.69837143,75.91185714,4.175014286
St.4,26,17.33252857,32.74531429,1023.822557,9.095714286,0.250585714,0.205371429,23.70615,75.76535714,4.177828571
St.4,27,17.1107,32.5811875,1023.752188,9.09375,0.2648125,0.2036875,23.632575,75.429125,4.181225
St.4,28,16.54275,32.751975,1024.02035,9.089,0.220925,0.178125,23.895575,74.395,4.165225
St.4,29,16.39525,32.88736667,1024.16295,9.084666667,0.25835,0.156516667,24.03336667,73.69816667,4.1347
St.4,30,16.367295,32.958635,1024.226925,9.08255,0.359955,0.177865,24.09449,73.1426,4.103985
St.4,31,16.3181,33.03194,1024.30014,9.0788,0.44614,0.16784,24.16204,72.445,4.0669
St.4,32,16.23746,33.06236,1024.34632,9.076,0.56276,0.15456,24.20378,71.2922,4.00778
St.4,33,16.1361381,33.0772619,1024.385748,9.075761905,0.575590476,0.162633333,24.23824286,70.68942857,3.981433333
St.4,34,16.10452,33.14082,1024.44518,9.0772,0.52702,0.15592,24.29426,71.1034,4.00566
St.4,35,16.07665,33.247325,1024.538,9.07575,0.591,0.13005,24.382425,70.7315,3.984325
St.4,36,16.07485,33.28838333,1024.574967,9.0745,0.6131,0.131216667,24.41438333,69.73433333,3.9273
